ID_VEHICULE,ID_POLICE,NUM_SERIE,MARQUE,PUISSANCE,IMMATRICULATION,GENRE_VEHICULE,TYPE_VEHICULE,NB_PLACE,DATE_MEC,VALEUR_A_NEUF,VALEUR_ACTUELLE,CHARGE_UTILE,POIDS_TOTAL,CODE_USAGE
564,564,VMIBERHVUHGK7MW5U,Renault,10,498 TUN 8280,VP,Voiture Particulière,7,2005-06-15,27916919.953,15458550.405,0.0,4994.93,4
565,565,77N1ULQS88F2E8HNH,Peugeot,12,153 TUN 2630,VP,Voiture Particulière,4,2010-09-22,59910494.02,32465732.656,0.0,20700.94,3
566,566,2YAZ177ZL2GXV67HZ,Volkswagen,11,537 TUN 7203,TC,Transport en Commun,1,2000-10-26,26794778.448,23330209.723,0.0,32088.35,2
567,567,L00WOIFFX7MRIYTHA,Nissan,9,160 TUN 5880,VP,Voiture Particulière,7,2000-12-24,11860131.171,6414857.127,0.0,3311.2,2
568,568,KMR96LX120AF9M53H,Volkswagen,9,467 TUN 6194,VU,Véhicule Utilitaire,9,2019-03-21,19849951.535,6796790.874,8855.89,12824.43,5
569,569,IQDL9AUP3QOMWKHS6,Toyota,12,974 TUN 8745,VP,Voiture Particulière,7,2022-01-17,12895117.618,8882612.429,0.0,26920.92,5
570,570,KPASZ6UD4D3PXL4LU,Mercedes,14,135 TUN 9781,TC,Transport en Commun,2,2008-02-17,27563377.212,22795800.464,0.0,35866.66,0
571,571,AFBUWA5TVXWKB8X0X,Citroen,11,261 TUN 7643,VU,Véhicule Utilitaire,50,2018-04-25,33163633.883,14635298.873,7493.63,12352.67,2
572,572,VNP5QCTG7WPEWKM7Q,Mercedes,5,589 TUN 9423,VP,Voiture Particulière,4,2008-12-15,75979485.571,43471108.889,0.0,16096.87,4
573,573,JQQ2ZD15Y42FEAKBK,Toyota,12,588 TUN 1463,VP,Voiture Particulière,5,2015-01-13,38694923.197,23540473.082,0.0,7730.15,2
574,574,G07CEIF3T6AIEM45G,Mercedes,10,300 TUN 5242,VU,Véhicule Utilitaire,50,2014-09-22,29450016.095,9836708.334,1842.68,31551.19,5
575,575,S8EXMIQUUEHUBQWWY,Nissan,9,996 TUN 8455,VP,Voiture Particulière,5,2014-02-27,49746868.237,17526037.626,0.0,20807.03,3
576,576,CY4ZG6CSGAA1WN77S,Dacia,10,341 TUN 1458,VP,Voiture Particulière,2,2004-04-27,10877289.315,4559868.464,0.0,6858.81,4
577,577,K9EOKJA33K001AAPL,Seat,7,861 TUN 2900,AR,Tracteur/Remorque,1,2017-05-16,36967975.102,25496276.797,0.0,14338.82,5
578,578,BTBAXTEBRFTBEKLD1,Nissan,9,716 TUN 5285,VP,Voiture Particulière,50,2012-02-18,48311871.536,45106952.531,0.0,14714.51,0
579,579,E3NY3EFWBZYOIHAU1,Volkswagen,8,793 TUN 4603,VP,Voiture Particulière,4,22-09-2019,15688870.853,8583462.734,0.0,24943.15,2
580,580,QKFBCU5747V7Y19T6,Volkswagen,15,771 TUN 2232,AR,Tracteur/Remorque,2,2016-06-12,58213759.401,44941293.463,0.0,5199.96,5
581,581,U2MBFMPTMAM11GTJZ,Volkswagen,8,683 TUN 6004,VP,Voiture Particulière,2,2003-03-19,38919403.262,26289670.847,0.0,15171.68,2
582,582,ZCQY6XQASLYGF0YCE,Dacia,5,538 TUN 7015,VU,Véhicule Utilitaire,7,2010-02-26,26698323.257,8959353.349,5537.43,37553.5,3
583,583,0HQAPDUOAT0OLAINN,Kia,6,  135 TUN 8648  ,VP,Voiture Particulière,30,2007-04-07,45088880.052,34373114.245,0.0,15357.31,4
584,584,LB1V1KP8Y0ZU2Y1VK,Citroen,10,409 TUN 7876,VP,Voiture Particulière,5,2006-10-13,102267420.282,70238049.427,0.0,25368.06,1
585,585,K6FDB1Y02YQE4QNRN,Volkswagen,7,664 TUN 9703,VP,Voiture Particulière,16,2023-01-26,35987722.857,22366993.218,0.0,19809.31,1
586,586,DOFECA6Y86ANFOSJI,Citroen,8,242 TUN 3615,VU,Véhicule Utilitaire,4,2009-07-25,37201720.647,32833574.489,249.23,13550.01,0
587,587,vmftrgav9e2ifuscf,Toyota,11,958 TUN 6854,VP,Voiture Particulière,5,2005-02-17,26116420.939,20536938.401,0.0,8819.16,4
588,588,HTHE1Q39XPD4QX8NA,Ford,5,824 TUN 5125,VP,Voiture Particulière,2,2020-05-25,21484302.158,16677725.677,0.0,1646.0,2
589,589,ZAE8MM1KZTNBBDTY0,Ford,16,768 TUN 2989,VP,Voiture Particulière,9,2024-12-12,49770011.767,38671017.072,0.0,20428.56,2
590,590,Q6E14D8LPO42V1PDQ,Volkswagen,25,486 TUN 3255,VP,Voiture Particulière,50,2024-02-08,21417381.416,18603961.262,0.0,19753.73,1
591,591,7Q85N5N0HBUYDJJV9,Audi,10,199 TUN 3681,VP,Voiture Particulière,50,2008-03-15,34056735.996,14875247.786,0.0,26680.02,3
592,592,U5CHTDJQ35708BISO,Mercedes,12,742 TUN 9732,PL,Poids Lourd,1,2006-11-11,25878590.303,12755319.394,9070.37,17117.72,3
593,593,V0BHQ4MFRRPKBX461,Kia,16,709 TUN 2452,PL,Poids Lourd,1,2020-05-10,41751468.899,35676103.53,10120.41,32536.43,5
594,594,661UVDSONDR20IS7Z,Skoda,14,459 TUN 9755,VP,Voiture Particulière,9,2007-01-27,38825442.787,21256626.391,0.0,21247.38,5
595,595,D1SCM40GOP8FI5QIX,Kia,5,301 TUN 4830,VP,Voiture Particulière,30,2007-05-06,55202856.114,19978208.726,0.0,1481.99,1
596,596,UTYX8BYI3401ROD3E,Ford,6,899 TUN 6176,VU,Véhicule Utilitaire,5,2000-12-20,25463257.267,20669854.161,13891.73,31927.44,2
597,597,4LNDI6300PF8VQ56P,Citroen,4,993 TUN 7246,PL,Poids Lourd,2,2015-05-06,28711773.162,17250282.805,14175.19,20942.11,4
598,598,7RT8CZHUP3EFBHOMW,Citroen,6,319 TUN 3439,VU,Véhicule Utilitaire,2,2004-04-08,20143121.455,9172160.291,14245.58,17409.0,2
599,599,D5Z69WSMFOTYZSKIT,Ford,11,534 TUN 4947,VP,Voiture Particulière,7,2023-07-24,26313920.375,20755147.447,0.0,32705.88,4
600,600,O5HG0TOYOQO6RAPNW,Audi,16,810 TUN 8210,VP,Voiture Particulière,30,2023-11-16,39681892.191,24493656.699,0.0,23396.98,5
601,601,I313RBJUCP3F8BMJ0,Citroen,5,160 TUN 6808,AR,Tracteur/Remorque,1,2011-09-12,47977830.006,26567266.173,0.0,36605.67,2
602,602,UPRYB6BMZ5ZISLVEY,Citroen,11,118 TUN 5240,VP,Voiture Particulière,30,2014-08-02,20721297.973,15446317.147,0.0,20551.23,3
603,603,FPRP3EBJQJ7DHWI1P,BMW,9,851 TUN 2453,VP,Voiture Particulière,30,2020-08-19,50756905.675,25994407.76,0.0,16787.13,3
604,604,N2Y67JUUJMM98TUCE,Ford,17,453 TUN 8646,TC,Transport en Commun,2,2018-11-20,64719571.404,56894396.729,0.0,16141.49,1
605,605,YTWUGJ6F3O0JJ79IZ,Kia,9,  929 TUN 1214  ,VP,Voiture Particulière,2,2001-07-14,40405348.816,36371743.52,0.0,39985.25,1
606,606,QKHGZ0GWC452PHJ5F,Skoda,13,  336 TUN 7014  ,AR,Tracteur/Remorque,1,2006-10-21,83985370.864,39011015.609,0.0,22970.32,3
607,607,D352NT0ROGIABDMGR,Renault,4,532 TUN 5098,VP,Voiture Particulière,5,2023-11-10,22317031.279,20830726.262,0.0,5417.63,2
608,608,K6O2W7RJE7OGD04UJ,Nissan,11,  381 TUN 2391  ,VP,Voiture Particulière,2,2008-11-18,17635560.902,14422847.103,0.0,19199.77,5
609,609,PKJTQQFPK8RMXU1RF,Renault,6,598 TUN 8273,VP,Voiture Particulière,30,2018-05-19,13502631.557,9284317.038,0.0,22192.77,0
610,610,M1MW5ZZHOW5EQH4TS,BMW,8,742 TUN 6936,PL,Poids Lourd,1,2015-04-21,69426377.653,22367840.843,14645.13,24132.67,3
611,611,5M2DALOOYA1DG4KKU,Skoda,8,845 TUN 9735,VU,Véhicule Utilitaire,16,2001-03-09,45578109.626,19268918.772,3359.05,18446.63,0
612,612,32RG8V05SDYFHG9IB,Ford,18,160 TUN 6909,VU,Véhicule Utilitaire,7,2019-06-05,31958953.796,19621719.746,10995.05,26965.76,4
613,613,LHZ3PH59CNOEM1DYP,Ford,12,187 TUN 8811,AR,Tracteur/Remorque,2,2001-01-09,37796973.534,35805774.532,0.0,32542.8,0
614,614,7NCD2WK0D3QXMEY6E,Seat,7,  232 TUN 8584  ,VP,Voiture Particulière,2,2021-05-18,18718272.716,12773663.36,0.0,15670.68,3
615,615,BGNBN50N0GBHHK4LL,Seat,6,589 TUN 9873,VP,Voiture Particulière,4,2013-01-28,111622284.379,87373752.871,0.0,1321.97,0
616,616,FJRV7M546Q5L285UM,Hyundai,10,488 TUN 8936,AR,Tracteur/Remorque,2,2024-01-20,35052793.545,32682894.986,0.0,36823.64,4
617,617,22VBMF6OZWQ62J4DD,Mercedes,7,472 TUN 4449,PL,Poids Lourd,1,2002-01-18,34707025.079,31605343.252,703.74,9405.52,5
618,618,1PML8ZL3CK42AS2AH,Skoda,8,990 TUN 4038,VP,Voiture Particulière,4,2014-01-13,47234664.148,25351948.827,0.0,28594.87,5
619,619,A5M5HAKO7KDYRPSN7,Nissan,6,540 TUN 2615,VP,Voiture Particulière,30,2005-08-15,,19488426.384,0.0,38740.94,1
620,620,REVVCS4MACAS0FGF4,Dacia,8,795 TUN 2096,VP,Voiture Particulière,50,2002-08-17,36751782.694,16667119.041,0.0,5816.82,3
621,621,2TE50H67DVQLI98QF,Kia,7,222 TUN 8122,VU,Véhicule Utilitaire,16,2019-12-22,,15474493.14,13434.09,21524.49,1
622,622,6W0MCJWFXNBVZQ316,Ford,9,167 TUN 3453,AR,Tracteur/Remorque,2,2013-12-08,41594955.57,37023597.55,0.0,23786.32,5
623,623,T50374ZG2YD1DHJW1,Audi,12,527 TUN 8867,VP,Voiture Particulière,7,2000-06-06,84205224.604,36010424.347,0.0,22317.88,4
624,624,CJG4EBJATCMVTDWHA,Ford,6,305 TUN 3962,VP,Voiture Particulière,4,2021-05-17,64389768.36,24174280.948,0.0,36491.42,1
625,625,34KF0DA17R7EK9FOU,Toyota,12,677 TUN 2764,VP,Voiture Particulière,4,2016-03-26,,35847289.607,0.0,8609.45,0
626,626,NVVNZC27TP22VG2FV,Seat,10,504 TUN 9882,VP,Voiture Particulière,4,2010-06-27,25447993.087,20470161.256,0.0,31140.97,2
627,627,SJ9LZ3HGQ3J263GFI,Peugeot,7,337 TUN 7769,VP,Voiture Particulière,50,2024-11-05,20034230.006,6152013.751,0.0,4500.99,1
628,628,L6ISK5HZIFHM0SH4U,Ford,7,453 TUN 2197,VP,Voiture Particulière,9,2018-07-22,30856618.362,19317566.686,0.0,29914.75,0
629,629,L5UHTOZ94EC10M8K0,Volkswagen,20,751 TUN 2584,VU,Véhicule Utilitaire,30,2014-02-27,33788049.577,16087960.621,6431.57,17436.25,5
630,630,7QCOBI2JPOWFYAPX9,Opel,8,768 TUN 7972,VP,Voiture Particulière,4,2006-04-07,56788877.066,38906697.445,0.0,16450.13,1
631,631,D097XMMP86VJFPK19,Opel,10,890 TUN 3644,VP,Voiture Particulière,16,2016-01-22,14097710.47,9734959.247,0.0,876.56,1
632,632,KL39XN33SD09Q4EUZ,Skoda,12,635 TUN 7049,VP,Voiture Particulière,5,,70599275.383,48600240.348,0.0,19322.59,1
633,633,IWX86TAHYPZALZ9MX,Citroen,12,179 TUN 9887,VP,Voiture Particulière,50,2018-08-11,30363486.111,21736803.147,0.0,12385.41,5
634,634,RLVJWW6BQAKJMSMT2,Hyundai,13,634 TUN 2610,VP,Voiture Particulière,4,2010-03-19,26544012.014,13193717.222,0.0,31713.21,2
635,635,GITAE8CQ8DWJM4Z0Z,Seat,9,500 TUN 2769,VU,Véhicule Utilitaire,7,2023-08-21,19810112.376,16141475.797,9274.16,26414.0,5
636,636,KCGJDG3UQLNK158YE,Fiat,5,654 TUN 7102,VP,Voiture Particulière,4,2008-10-24,14365311.618,7391651.712,0.0,5464.56,0
637,637,J4VE2GZEJGVIMR2VR,Toyota,15,417 TUN 1010,TC,Transport en Commun,1,2020-08-16,49592023.933,46013831.841,0.0,23320.44,4
638,638,PFKXYG47OBI758XUC,Citroen,6,567 TUN 3661,VP,Voiture Particulière,2,2007-06-01,34086578.165,26804159.597,0.0,26079.77,0
639,639,SMNIGFDMTUC6J3QO6,Nissan,13,853 TUN 9072,VP,Voiture Particulière,50,2014-11-15,17240551.791,6335581.454,0.0,26658.04,1
640,640,DGNBEIS6BZ7DCQ0HH,Skoda,10,242 TUN 6450,VP,Voiture Particulière,2,2005-02-14,17196490.718,8170732.889,0.0,34124.76,5
641,641,HR0E7ENGHZXGK3562,Skoda,10,834 TUN 8337,VU,Véhicule Utilitaire,50,2017-10-10,27781001.044,17803771.77,2322.77,39083.3,2
642,642,38SQZEH8KVN3A8Z31,Mercedes,8,781 TUN 7873,VU,Véhicule Utilitaire,4,2000-08-26,75698283.387,64710158.662,13856.46,31644.51,5
643,643,1E9Y3I69M8R7BMDZ9,Ford,6,907 TUN 9434,TC,Transport en Commun,1,2019-05-08,28859783.32,15108510.216,0.0,17743.27,4
644,644,J0ORNXWG650R9QE4X,Nissan,9,650 TUN 3146,TC,Transport en Commun,1,2013-11-22,15497415.134,8712029.587,0.0,30764.11,1
645,645,fpaq7ex9fpopxtdiz,Skoda,9,244 TUN 2041,VP,Voiture Particulière,7,2018-12-05,29060306.028,23912014.763,0.0,4650.62,0
646,646,,Fiat,11,201 TUN 3671,VP,Voiture Particulière,2,2022-03-24,28670907.599,18473002.766,0.0,25314.98,5
647,647,SHAZWFTB96QXW95BV,Mercedes,7,239 TUN 7055,VP,Voiture Particulière,7,2016-12-15,8531808.876,3737240.387,0.0,13796.47,0
648,648,0TWTSLFGASCNDBQW5,Opel,20,368 TUN 2227,VP,Voiture Particulière,9,2009-01-27,31979570.843,28374130.914,0.0,4270.28,3
649,649,C81ZGBGFD4O8L9J5J,Nissan,17,583 TUN 8915,VP,Voiture Particulière,4,2011-07-05,29276274.849,20923564.441,0.0,16625.13,2
650,650,IWCA02R6ULAGWFKO7,Opel,9,721 TUN 9365,PL,Poids Lourd,2,2001-07-07,46541663.628,20242490.015,3539.23,33538.96,4
651,651,OE40MPE6EFQ4OY68C,Opel,9,496 TUN 2826,VU,Véhicule Utilitaire,5,2013-01-17,82824405.344,71265727.101,4560.23,19079.1,0
652,652,9V7QCYPBK6PMMPCKN,Kia,12,800 TUN 9228,VU,Véhicule Utilitaire,5,2005-04-19,57715584.698,20464913.603,14254.36,30459.22,2
653,653,NCAI2ITEJRK1BWJMD,Mercedes,11,718 TUN 9635,VU,Véhicule Utilitaire,2,2010-08-06,28725935.072,24213871.769,3646.4,20514.65,3
654,654,51FO4GB8DXWRW1073,BMW,10,395 TUN 5042,VU,Véhicule Utilitaire,2,2004-06-04,18896595.369,6836900.63,3230.81,22317.85,5
655,655,REJ5BJABISI4CUKR6,Skoda,10,284 TUN 8500,VP,Voiture Particulière,16,2013-03-21,118976336.767,38302608.002,0.0,37450.45,1
656,656,NQFG2XPKEBLZ0EADW,Dacia,10,307 TUN 4255,VP,Voiture Particulière,4,2011-08-03,33847120.796,14453942.655,0.0,8226.79,3
657,657,SPSPG9PDA8J2YN900,Peugeot,11,667 TUN 9915,VP,Voiture Particulière,5,2017-01-24,33089280.136,13636339.639,0.0,1901.49,0
658,658,RWIO729M8D52431MW,Audi,6,314 TUN 2340,VP,Voiture Particulière,5,2018-10-19,32465636.044,11706045.448,0.0,36331.12,0
659,659,NQDTTJO4JQJ4NPN3A,Peugeot,5,746 TUN 4433,VP,Voiture Particulière,9,2017-05-23,36280742.883,28719986.278,0.0,3372.76,4
660,660,PPO0NBA5FODR93W2W,Peugeot,14,962 TUN 6963,VP,Voiture Particulière,9,2019-03-17,30571387.272,28212091.435,0.0,20139.81,2
661,661,1R2BFXHCKEM49C2M7,Seat,6,655 TUN 6813,VP,Voiture Particulière,7,2023-03-11,24665702.541,18891966.991,0.0,12925.05,4
662,662,VHT3TZ471CZGZBYUB,Dacia,12,104 TUN 4789,VU,Véhicule Utilitaire,16,,24998485.684,20244706.326,10711.48,24566.79,3
663,663,BLSVYJNSBAWWUXOUF,BMW,9,804 TUN 5135,VU,Véhicule Utilitaire,16,2005-08-28,32325877.999,21932619.9,4304.62,1581.06,3
664,664,,BMW,10,807 TUN 7158,VP,Voiture Particulière,2,2021-01-24,25041447.084,10016024.809,0.0,24707.93,2
665,665,CP5OQC2XS7MT05SQH,Opel,6,507 TUN 2108,VP,Voiture Particulière,2,2018-05-24,23007536.351,7618570.843,0.0,9429.04,0
666,666,XB89L545IZKI5WQAB,Nissan,11,273 TUN 8492,VP,Voiture Particulière,7,2018-07-03,34655617.54,18852146.841,0.0,6119.3,3
667,667,UFZD0S86W44IWU4VL,Seat,25,437 TUN 5460,VP,Voiture Particulière,16,2010-01-18,28926441.636,13164120.97,0.0,9556.76,2
668,668,MT2VEUYFMZ855X6TD,BMW,7,556 TUN 4031,VP,Voiture Particulière,4,2023-04-17,69702850.617,,0.0,16926.0,2
669,669,C84CGL0VQFM2EWXQN,Audi,9,471 TUN 1819,VP,Voiture Particulière,4,2002-11-25,8729951.522,6502594.535,0.0,39892.8,4
670,670,DG2LQEPBOOSLJLW47,Volkswagen,9,,VP,Voiture Particulière,2,2020-07-04,56712698.607,25530340.179,0.0,24828.77,0
671,671,8JHXHXE1G2PWYQIIY,Dacia,10,333 TUN 2789,VU,Véhicule Utilitaire,4,2011-04-10,61269815.61,54066118.099,3520.82,22924.55,4
672,672,NUMM1RH4B1TEY1A4I,Nissan,11,913 TUN 8972,VP,Voiture Particulière,30,2015-01-07,11652836.244,7129736.718,0.0,12693.67,4
673,673,864UC7RUYTSGB3ZE9,Renault,20,725 TUN 1239,TC,Transport en Commun,1,2024-05-04,27685281.66,18605264.238,0.0,24211.89,4
674,674,ZTA89TLAV4HIIHN7X,Volkswagen,12,394 TUN 2013,VU,Véhicule Utilitaire,50,2016-09-10,27290107.886,11987299.385,6072.84,18648.32,1
675,675,CPBUA3DH9O1L825TL,Volkswagen,4,,VP,Voiture Particulière,16,2021-08-06,16256435.703,11008473.865,0.0,8873.52,4
676,676,0UWLTRIG0W98UVL2C,Volkswagen,9,357 TUN 7263,PL,Poids Lourd,1,2007-05-05,22272135.705,7703947.552,306.6,5822.21,1
677,677,MSR03F8O36K4GRQCM,Dacia,15,127 TUN 2555,VP,Voiture Particulière,2,2002-07-18,18858369.078,5776753.725,0.0,17343.14,1
678,678,Y1TRP5SIB2S6T01WK,Peugeot,10,858 TUN 8457,VP,Voiture Particulière,50,2000-12-25,78915680.162,61030096.309,0.0,12357.62,5
679,679,ZLA6XNXLALFGDQVPG,Ford,12,576 TUN 6244,VP,Voiture Particulière,9,2024-02-15,52461728.226,35986844.764,0.0,10502.27,0
680,680,55VXKLZ0TIXSMUZWW,Fiat,7,226 TUN 9170,PL,Poids Lourd,1,2021-10-17,62055073.221,49408535.358,8682.59,30630.94,1
681,681,V2LY94B79GNTMQN4L,Fiat,11,579 TUN 1374,VU,Véhicule Utilitaire,5,,47138060.49,34524134.574,11169.43,23531.99,5
682,682,CSW44DCZE2X590YCX,Skoda,5,711 TUN 1634,VP,Voiture Particulière,50,2001-05-17,18684958.379,,0.0,33211.0,2
683,683,4YCS572VALA3586AG,Fiat,13,579 TUN 7191,PL,Poids Lourd,2,2003-02-21,25279267.361,17608450.125,13849.62,24077.09,2
684,684,4TNWR0CD1Z5IQ8N9W,BMW,6,867 TUN 9696,AR,Tracteur/Remorque,1,2005-08-07,41969031.523,38036762.013,0.0,36018.49,4
685,685,QJ82P8EQ6GV9BR1XP,Renault,10,653 TUN 2351,VP,Voiture Particulière,50,2017-10-18,17835320.993,5884352.812,0.0,35048.38,4
686,686,YAQWM87CBXWRAEEQL,Opel,10,726 TUN 2390,PL,Poids Lourd,2,,46934073.996,40317741.53,4844.41,26633.15,2
687,687,71N78206ARUL7PJ8R,Fiat,11,624 TUN 2009,VP,Voiture Particulière,5,2004-06-20,29139132.258,14784620.774,0.0,5789.81,1
688,688,DT3MRLDOX5GMVF40L,Skoda,9,462 TUN 9872,VP,Voiture Particulière,9,2024-04-21,27244027.349,13350246.079,0.0,25267.04,3
689,689,6QFU4PSB7QE13R09X,Audi,11,602 TUN 6488,VP,Voiture Particulière,7,2004-01-21,46886261.704,-31276661.559,0.0,28186.95,1
690,690,MWUHHKX9TSDROUV9J,Renault,10,253 TUN 1975,PL,Poids Lourd,1,2000-04-12,41032989.978,5804091388.523912,10283.14,16217.03,4
691,691,H9PVGCBOGCA7OJBP4,Peugeot,5,487 TUN 8077,PL,Poids Lourd,2,2008-01-25,27433410.671,19884953.746,894.08,12469.22,0
692,692,TMJA3I9S06AGOPU1P,BMW,10,660 TUN 5669,VU,Véhicule Utilitaire,7,2017-12-27,58668891.134,22416759.347,5489.74,2069.72,0
693,693,E3KGH5UCUHZG2OOCI,Seat,14,794 TUN 3795,AR,Tracteur/Remorque,1,2012-09-08,19138711.37,12569678.507,0.0,25847.84,0
694,694,8GUMB037DFF8H0VXB,Renault,6,695 TUN 3645,VU,Véhicule Utilitaire,16,2009-04-20,44710685.599,28943441.395,581.57,29661.65,1
695,695,ONKBN8L3JXFKVW1XZ,Volkswagen,9,238 TUN 1449,VP,Voiture Particulière,5,2007-06-05,44203118.903,17359685.857,0.0,16389.96,2
696,696,YHE9HIX2D9C42J8PU,Renault,6,592 TUN 6331,VU,Véhicule Utilitaire,5,2011-12-14,28147864.813,8588029.44,6565.64,12798.0,1
697,697,7T0W3VB9E7K95DVXV,Volkswagen,8,154 TUN 3337,VU,Véhicule Utilitaire,2,2005-05-24,38679557.563,24196715.293,9137.17,35079.74,3
698,698,C50037IHFW3E9S2G3,Fiat,11,274 TUN 9778,TC,Transport en Commun,2,2003-02-06,17578699.841,13882999.754,0.0,2183.16,2
699,699,11P415S4QSO54HKII,Hyundai,7,480 TUN 2809,VP,Voiture Particulière,16,,52156991.133,30725005.591,0.0,12336.79,3
700,700,KWI8STBBZU4RW6YTG,Hyundai,8,356 TUN 2630,VP,Voiture Particulière,4,2015-03-07,29957917.677,16072342.911,0.0,12818.82,2
701,701,J4C49QTJR0JUYKSD4,Fiat,16,927 TUN 7792,AR,Tracteur/Remorque,1,2015-05-05,25301994.099,11039102.803,0.0,25952.42,0
702,702,DS712I0RW1T1G937Z,Audi,6,735 TUN 2283,VU,Véhicule Utilitaire,30,2009-12-16,55520334.106,33622938.149,1254.39,6028.31,2
703,703,K6WL60EBIFO9C3SFK,Nissan,14,331 TUN 8297,VP,Voiture Particulière,9,2004-05-01,23105550.632,19010158.998,0.0,36434.65,3
704,704,EJYUD9LHC9Y0XXTOD,Audi,7,842 TUN 8912,VU,Véhicule Utilitaire,2,2003-11-15,16248718.966,9602542.049,4117.82,25447.87,0
705,705,AKMZICQH210VR02H6,Ford,10,400 TUN 5722,VP,Voiture Particulière,30,2011-05-08,1828160497.3014567,13476007.686,0.0,4208.89,2
706,706,JLXASX01ATC03AC6H,Toyota,10,,VU,Véhicule Utilitaire,50,2004-08-22,44489343.861,22997744.677,445.72,12764.97,4
707,707,UGQW02Q8Y2WWNO9NH,Audi,10,127 TUN 9249,VP,Voiture Particulière,9,2015-06-17,17322912.458,15090709.461,0.0,10381.0,5
708,708,SSGV8B0SI8LU2RACZ,Nissan,10,586 TUN 1257,VU,Véhicule Utilitaire,9,2022-10-16,79015324.29,68461107.476,1733.14,36927.84,1
709,709,JBQ2JVUKTAJHG1X2Q,Citroen,20,973 TUN 8212,VP,Voiture Particulière,16,2003-06-26,-11603189.498,8358662.986,0.0,12324.83,5
710,710,UKC4U9DR9F87G986N,BMW,8,796 TUN 6800,VU,Véhicule Utilitaire,9,2000-03-12,76743823.308,51404069.636,42.24,29637.7,0
711,711,HP78W6BF0QYLBIK80,Audi,12,756 TUN 4849,AR,Tracteur/Remorque,1,,36516107.135,23176172.754,0.0,38905.7,3
712,712,8WW2I0RUWO3LAC03F,Opel,11,869 TUN 8869,VU,Véhicule Utilitaire,2,2018-11-14,31308454.255,20077877.935,9662.14,24977.88,0
713,713,8J9QGFZ987SVD72TZ,Fiat,10,170 TUN 1705,TC,Transport en Commun,1,2002-11-27,-25022744.158,13712040.154,0.0,6193.86,4
714,714,8GAJYLJO0GBZ2SP3O,Ford,10,698 TUN 4002,VP,Voiture Particulière,9,2003-01-07,40117505.219,32720384.972,0.0,5826.16,1
715,715,ZTUZ8UJXLU6QW7XW2,Seat,10,540 TUN 7726,TC,Transport en Commun,2,2011-05-19,32247075.914,12732475.982,0.0,12868.31,1
716,716,L9A7R9NOJ8ZV9401Z,Skoda,25,715 TUN 4177,VP,Voiture Particulière,9,2007-10-26,57048150.795,27025852.124,0.0,13040.57,4
717,717,7AGRHUHV4L3DMNMDJ,Ford,5,863 TUN 9234,VU,Véhicule Utilitaire,4,2004-11-06,34790993.484,30990185.322,9516.32,28227.97,4
718,718,U0K0RQSQCA2DRT8JQ,Hyundai,11,373 TUN 3214,VU,Véhicule Utilitaire,16,2016-04-07,35424214.147,12607435.489,6610.94,28078.08,0
719,719,FEZI5WOQKYD1MVX9V,Dacia,5,625 TUN 8890,PL,Poids Lourd,1,2006-07-25,27397139.631,21242224.076,6225.66,21809.29,5
720,720,,Fiat,10,874 TUN 3080,VU,Véhicule Utilitaire,5,2002-01-02,31937213.879,21575245.167,14945.92,12444.63,0
721,721,351UBBSEJOAYHDPMU,Nissan,8,975 TUN 9772,VU,Véhicule Utilitaire,16,2021-06-13,38326654.936,21151544.399,14388.03,17229.41,1
722,722,D8UR7HR17IBJGWYSY,Mercedes,4,510 TUN 2157,VP,Voiture Particulière,7,2000-07-07,13973469.9,6337742.578,0.0,4612.57,5
723,723,IXW82L8R3T3LHPL1D,Citroen,6,434 TUN 9722,VU,Véhicule Utilitaire,50,2004-01-12,16745875.849,9270006.003,5617.87,19789.88,1
724,724,RH9NGRZJ1GHLMHS2C,Hyundai,7,196 TUN 4695,AR,Tracteur/Remorque,2,2008-09-02,47649720.673,19143328.13,0.0,27325.54,4
725,725,MXMKDABRJA8H86AEC,Renault,8,980 TUN 2988,PL,Poids Lourd,1,2014-06-12,35790319.08,24988094.757,1247.06,28956.08,1
726,726,  FFZOJMJ4A4SQS1U78  ,Citroen,11,893 TUN 3591,VU,Véhicule Utilitaire,9,2008-04-13,29971683.508,15809676.448,3591.97,29834.18,4
727,727,5E98UTW7DNCXBWAU4,Dacia,12,434 TUN 4872,AR,Tracteur/Remorque,1,2023-11-28,33163891.796,23957653.806,0.0,38959.8,1
728,728,L2TUMTEME8KG3DFM3,Dacia,6,181 TUN 6031,VP,Voiture Particulière,30,2021-12-03,39096602.62,,0.0,2977.5,4
729,729,8AC61Y0M6TKJGHFY7,Hyundai,9,285 TUN 1888,VP,Voiture Particulière,4,2019-04-03,25087378.746,11855248.073,0.0,34002.5,4
730,730,2SW5QYUP6TJKZ7RRB,BMW,9,479 TUN 3602,AR,Tracteur/Remorque,2,2023-04-14,22266701.546,9421054.07,0.0,10017.32,0
731,731,40G3W0N6QBY35RI6Q,BMW,18,829 TUN 8774,AR,Tracteur/Remorque,2,2000-02-25,36240140.155,17822375.296,0.0,1475.96,3
732,732,IQUXVUBGOX75GHNE1,Seat,12,814 TUN 7591,VU,Véhicule Utilitaire,50,2002-07-12,20147059.198,7393642.487,8291.53,37853.77,2
733,733,RDANCLTS47GKUKTAL,Volkswagen,6,687 TUN 3431,VP,Voiture Particulière,16,2003-05-20,40300791.094,23744095.182,0.0,35372.47,4
