ID_POLICE,NUM_POLICE,ID_BRANCHE,CODE_PRODUIT,LIB_PRODUIT,BRANCHE,ID_AGENT,ID_CLIENT,TYPE_POLICE,DUREE,PERIODICITE,DATE_EFFET,DATE_ECHEANCE,POLRP,SITUATION,BONUS_MALUS
4354,A0004354,1,36,Deux Roues,AUTO,161,7498,individuel,S,A,2020-09-29,2021-09-29,,V,3.0
4355,A0004355,1,38,Carte Orange,AUTO,145,5719,flotte,R,A,2020-12-29,2021-12-29,,V,2.0
4356,A0004356,1,30,Automobile,AUTO,166,13026,individuel,R,T,,,,V,5.0
4357,A0004357,1,38,Carte Orange,AUTO,42,8459,individuel,R,A,2020-07-28,2021-07-28,,V,4.0
4358,A0004358,1,37,Carte Verte,AUTO,187,27293,flotte,R,A,2022-03-07,2023-03-07,A0002588,V,7.0
4359,A0004359,1,36,Deux Roues,AUTO,157,9167,individuel,R,T,2022-06-22,2023-06-22,,V,5.0
4360,A0004360,1,37,Carte Verte,AUTO,28,1210,individuel,R,S,2021-02-24,2022-02-24,,V,5.0
4361,A0004361,1,38,Carte Orange,AUTO,63,5417,individuel,R,C,2024-10-19,2025-10-19,,R,4.0
4362,A0004362,1,36,Deux Roues,AUTO,98,1579,individuel,R,A,2024-08-08,2025-08-08,,V,6.0
4363,A0004363,1,36,Deux Roues,AUTO,121,26604,flotte,R,T,2022-04-28,2023-04-28,,A,4.0
4364,A0004364,1,38,Carte Orange,AUTO,180,10357,individuel,S,A,2022-01-13,2023-01-13,,V,3.0
4365,A0004365,1,38,Carte Orange,AUTO,17,20040,individuel,R,C,2019-12-24,2020-12-23,,V,1.0
4366,A0004366,1,35,Flotte,AUTO,161,17014,individuel,R,A,2023-09-21,2024-09-20,,S,8.0
4367,A0004367,1,38,Carte Orange,AUTO,33,12825,flotte,R,A,2023-05-26,2024-05-25,A0000759,R,4.0
4368,A0004368,1,30,Automobile,AUTO,61,18137,flotte,R,A,2021-08-10,2022-08-10,A0001176,T,2.0
4369,A0004369,1,36,Deux Roues,AUTO,113,16002,flotte,R,A,2024-05-15,2025-05-15,A0004160,V,4.0
4370,A0004370,1,35,Flotte,AUTO,187,28902,individuel,F,C,2024-02-01,2025-01-31,,V,5.0
4371,A0004371,1,38,Carte Orange,AUTO,128,22920,individuel,R,S,2023-11-22,2024-11-21,,T,5.0
4372,A0004372,1,36,Deux Roues,AUTO,187,2778,individuel,R,C,06-11-2023,2024-11-05,,T,4.0
4373,A0004373,1,38,Carte Orange,AUTO,155,19808,individuel,F,T,2019-06-15,2020-06-14,,V,5.0
4374,A0004374,1,36,Deux Roues,AUTO,117,25672,individuel,R,A,2022-03-11,2023-03-11,,V,3.0
4375,A0004375,1,30,Automobile,AUTO,182,3804,flotte,R,A,2020-01-09,2021-01-08,,V,6.0
4376,A0004376,1,37,Carte Verte,AUTO,17,25623,individuel,R,A,2023-11-23,2024-11-22,,V,7.0
4377,A0004377,1,38,Carte Orange,AUTO,166,25422,flotte,S,T,2019-11-11,,,V,7.0
4378,A0004378,1,30,Automobile,AUTO,158,5234,individuel,R,A,2022-09-22,2023-09-22,,V,8.0
4379,A0004379,1,37,Carte Verte,AUTO,22,12386,flotte,R,A,2019-04-12,2020-04-11,A0002342,V,5.0
4380,A0004380,1,35,Flotte,AUTO,103,9710,flotte,R,T,2023-01-15,2024-01-15,A0003170,V,3.0
4381,A0004381,1,30,Automobile,AUTO,190,10538,individuel,R,A,2019/05/23,2020-05-22,,T,2.0
4382,A0004382,1,36,Deux Roues,AUTO,178,26001,individuel,S,A,2021-06-13,2022-06-13,,V,4.0
4383,A0004383,1,30,Automobile,AUTO,64,22937,individuel,R,A,2024-01-15,2025-01-14,,R,6.0
4384,A0004384,1,35,Flotte,AUTO,122,308,individuel,R,A,2020-10-04,2021-10-04,,V,5.0
4385,A0004385,1,35,Flotte,AUTO,135,1191,individuel,R,C,2019-02-25,2020-02-25,,V,5.0
4386,A0004386,1,37,Carte Verte,AUTO,93,1550,individuel,F,A,2023-11-30,2024-11-29,,V,3.0
4387,A0004387,1,37,Carte Verte,AUTO,7,3651,individuel,R,C,2019-11-04,2020-11-03,,V,4.0
4388,A0004388,1,30,Automobile,AUTO,69,13664,individuel,S,S,2020-06-17,2021-06-17,,V,2.0
4389,A0004389,1,30,Automobile,AUTO,28,15257,flotte,R,T,2019-03-01,2020-02-29,,V,5.0
4390,A0004390,1,35,Flotte,AUTO,177,7099,individuel,R,A,2023-03-07,2024-03-06,,V,7.0
4391,A0004391,1,37,Carte Verte,AUTO,4,18347,individuel,S,S,2020-07-24,2021-07-24,,V,1.0
4392,A0004392,1,38,Carte Orange,AUTO,141,18266,individuel,R,T,2023-01-18,2024-01-18,,V,7.0
4393,A0004393,1,37,Carte Verte,AUTO,56,24822,individuel,R,S,2021-01-08,2022-01-08,,V,7.0
4394,A0004394,1,37,Carte Verte,AUTO,93,10610,flotte,S,A,2022-05-21,2023-05-21,A0001012,T,3.0
4395,A0004395,1,37,Carte Verte,AUTO,132,6410,individuel,R,A,2023-11-24,2024-11-23,,A,5.0
4396,A0004396,1,30,Automobile,AUTO,132,18621,individuel,R,T,2020-11-04,2021-11-04,,R,5.0
4397,A0004397,1,36,Deux Roues,AUTO,27,17892,flotte,R,T,2020-10-01,2021-10-01,A0002697,V,6.0
4398,A0004398,1,38,Carte Orange,AUTO,152,23910,individuel,R,A,2020-02-20,2021-02-19,,V,8.0
4399,A0004399,1,36,Deux Roues,AUTO,158,2272,individuel,R,A,2020-07-16,2021-07-16,,V,7.0
4400,A0004400,1,38,Carte Orange,AUTO,79,17746,individuel,R,A,2021-02-28,2022-02-28,,A,6.0
4401,A0004401,1,37,Carte Verte,AUTO,159,29721,individuel,R,A,2020-02-12,2021-02-11,,V,6.0
4402,A0004402,1,37,Carte Verte,AUTO,124,6299,individuel,R,T,2021-11-13,2022-11-13,,V,4.0
4403,A0004403,1,38,Carte Orange,AUTO,110,21946,individuel,R,A,2020-04-24,2021-04-24,,V,4.0
4404,A0004404,1,35,Flotte,AUTO,158,10549,individuel,F,T,2021-09-29,2022-09-29,,V,6.0
4405,A0004405,1,30,Automobile,AUTO,9,10973,individuel,F,A,2019-01-12,,,V,5.0
4406,A0004406,1,36,Deux Roues,AUTO,178,19196,individuel,R,C,2023-08-26,2024-08-25,,V,4.0
4407,A0004407,1,36,Deux Roues,AUTO,17,29722,individuel,R,C,2020-07-27,2021-07-27,,V,2.0
4408,A0004408,1,38,Carte Orange,AUTO,145,24386,individuel,R,S,2019-07-08,2020-07-07,,V,3.0
4409,A0004409,1,30,Automobile,AUTO,135,24862,flotte,F,T,2022-01-31,2023-01-31,,R,4.0
4410,A0004410,1,37,Carte Verte,AUTO,132,200,individuel,F,A,2023-08-21,2024-08-20,,V,3.0
4411,A0004411,1,37,Carte Verte,AUTO,64,23312,individuel,R,S,2019-07-21,2020-07-20,,V,8.0
4412,A0004412,1,35,Flotte,AUTO,198,16494,individuel,S,T,2024-07-15,2025-07-15,,R,1.0
4413,A0004413,1,30,Automobile,AUTO,163,26820,individuel,R,T,2019-03-15,2020-03-14,,V,8.0
4414,A0004414,1,37,Carte Verte,AUTO,173,12007,individuel,F,T,2020-07-11,2021-07-11,,S,8.0
4415,A0004415,1,37,Carte Verte,AUTO,87,18913,individuel,F,A,2022-09-28,2023-09-28,,T,6.0
4416,A0004416,1,36,Deux Roues,AUTO,69,26048,individuel,R,A,2023-08-16,2024-08-15,,V,2.0
4417,A0004417,1,37,Carte Verte,AUTO,123,6868,individuel,R,A,2020-01-21,2021-01-20,,S,6.0
4418,A0004418,1,30,Automobile,AUTO,6,28222,individuel,R,A,2020-06-28,2021-06-28,,V,4.0
4419,A0004419,1,36,Deux Roues,AUTO,87,4073,individuel,R,A,2020-09-13,2021-09-13,,V,9.0
4420,A0004420,1,38,Carte Orange,AUTO,18,5611,flotte,R,T,2022-06-10,2023-06-10,,V,3.0
4421,A0004421,1,37,Carte Verte,AUTO,10,21971,individuel,S,A,2020-10-07,2021-10-07,,V,9.0
4422,A0004422,1,37,Carte Verte,AUTO,57,20174,flotte,R,A,2019-03-27,2020-03-26,A0003538,V,5.0
4423,A0004423,1,37,Carte Verte,AUTO,180,7250,individuel,R,T,2022-12-17,2023-12-17,,V,6.0
4424,A0004424,1,35,Flotte,AUTO,74,16606,individuel,F,A,2021-05-31,2022-05-31,,R,6.0
4425,A0004425,1,30,Automobile,AUTO,174,29686,individuel,S,T,2019-02-02,2020-02-02,,T,1.0
4426,A0004426,1,38,Carte Orange,AUTO,13,20300,individuel,R,A,2022-02-05,2023-02-05,,V,2.0
4427,A0004427,1,38,Carte Orange,AUTO,46,6560,individuel,R,A,2022-10-30,2023-10-30,,V,5.0
4428,A0004428,1,30,Automobile,AUTO,98,24492,individuel,S,S,2020-08-07,2021-08-07,,V,6.0
4429,A0004429,1,30,Automobile,AUTO,33,28350,individuel,S,A,2023-05-23,2024-05-22,,V,3.0
4430,A0004430,1,30,Automobile,AUTO,90,3409,individuel,R,A,2019-09-12,2020-09-11,,V,3.0
4431,A0004431,1,38,Carte Orange,AUTO,137,18399,individuel,S,T,2021-11-27,2022-11-27,,S,4.0
4432,A0004432,1,37,Carte Verte,AUTO,126,2807,individuel,R,C,2023-01-26,2024-01-26,,V,5.0
4433,A0004433,1,37,Carte Verte,AUTO,187,15947,individuel,F,S,2020-02-09,2021-02-08,,R,7.0
4434,A0004434,1,37,Carte Verte,AUTO,186,9127,individuel,R,C,2019-12-26,2020-12-25,,R,5.0
4435,A0004435,1,37,Carte Verte,AUTO,32,24440,individuel,R,A,2024-11-17,2025-11-17,,V,4.0
4436,A0004436,1,35,Flotte,AUTO,33,27534,flotte,R,S,2022-09-18,2023-09-18,A0000279,V,2.0
4437,A0004437,1,37,Carte Verte,AUTO,66,4261,individuel,F,T,2021-11-24,2022-11-24,,V,4.0
4438,A0004438,1,36,Deux Roues,AUTO,122,14508,individuel,R,A,2021-10-13,2022-10-13,,S,8.0
4439,A0004439,1,37,Carte Verte,AUTO,58,20317,individuel,S,S,2024-06-15,2025-06-15,,A,5.0
4440,A0004440,1,37,Carte Verte,AUTO,197,14570,individuel,S,A,2024-08-11,2025-08-11,,V,8.0
4441,A0004441,1,35,Flotte,AUTO,119,9669,flotte,R,A,2024-01-21,2025-01-20,,R,5.0
4442,,1,36,Deux Roues,AUTO,180,11936,individuel,R,A,2019-07-24,2020-07-23,,V,9.0
4443,A0004443,1,37,Carte Verte,AUTO,104,14074,individuel,R,A,2022-10-22,2023-10-22,,V,4.0
4444,A0004444,1,35,Flotte,AUTO,158,6117,flotte,S,S,2024-02-07,2025-02-06,,V,3.0
4445,A0004445,1,36,Deux Roues,AUTO,11,946,individuel,R,A,2019-11-25,2020-11-24,,T,7.0
4446,A0004446,1,37,Carte Verte,AUTO,153,2193,individuel,S,A,2023-09-30,2024-09-29,,V,4.0
4447,A0004447,1,37,Carte Verte,AUTO,154,9118,individuel,R,A,2022-10-13,2023-10-13,,V,6.0
4448,A0004448,1,38,Carte Orange,AUTO,171,4071,individuel,F,A,2021-05-29,2022-05-29,,A,4.0
4449,A0004449,1,36,Deux Roues,AUTO,13,23689,individuel,R,A,2022-03-16,,,V,4.0
4450,A0004450,1,36,Deux Roues,AUTO,18,7745,individuel,S,A,2021-05-11,2022-05-11,,R,3.0
4451,A0004451,1,38,Carte Orange,AUTO,132,18683,individuel,S,S,2023-02-03,2024-02-03,,V,4.0
4452,A0004452,1,35,Flotte,AUTO,156,29859,individuel,R,T,2022-06-14,2023-06-14,,S,7.0
4453,A0004453,1,35,Flotte,AUTO,89,3812,individuel,R,S,2024-01-15,2025-01-14,,R,8.0
4454,A0004454,1,30,Automobile,AUTO,56,15593,individuel,R,A,2020-05-05,2021-05-05,,V,5.0
4455,A0004455,1,35,Flotte,AUTO,81,25201,individuel,R,A,2024-12-08,2025-12-08,,S,1.0
4456,A0004456,1,35,Flotte,AUTO,7,16550,individuel,R,A,2024-09-27,2025-09-27,,V,4.0
4457,A0004457,1,35,Flotte,AUTO,3,9075,individuel,R,T,2019-02-23,2020-02-23,,A,5.0
4458,A0004458,1,38,Carte Orange,AUTO,130,9016,individuel,R,C,2022-04-10,2023-04-10,,T,3.0
4459,A0004459,1,38,Carte Orange,AUTO,80,18300,individuel,S,S,2021-12-05,2022-12-05,,R,3.0
4460,A0004460,1,38,Carte Orange,AUTO,151,18259,individuel,R,S,2024-04-23,2025-04-23,,V,3.0
4461,A0004461,1,30,Automobile,AUTO,197,4094,individuel,R,A,2020-11-27,2021-11-27,,R,4.0
4462,A0004462,1,37,Carte Verte,AUTO,106,28751,individuel,R,S,2022-10-19,2023-10-19,,V,6.0
4463,A0004463,1,36,Deux Roues,AUTO,160,29601,individuel,F,A,2020-10-03,2021-10-03,,R,4.0
4464,A0004464,1,35,Flotte,AUTO,74,12665,individuel,R,A,2023-10-03,2024-10-02,,V,6.0
4465,A0004465,1,36,Deux Roues,AUTO,117,29515,individuel,R,S,2023-01-01,2024-01-01,,V,6.0
4466,A0004466,1,36,Deux Roues,AUTO,48,6189,individuel,R,A,2023-10-05,2024-10-04,,V,7.0
4467,A0004467,1,30,Automobile,AUTO,69,26803,individuel,R,A,2023-11-22,2024-11-21,,V,2.0
4468,A0004468,1,35,Flotte,AUTO,198,27153,individuel,R,A,2024-11-29,2025-11-29,,T,3.0
4469,A0004469,1,36,Deux Roues,AUTO,133,2958,individuel,R,A,2023-06-11,,,V,4.0
4470,A0004470,1,35,Flotte,AUTO,95,6448,individuel,R,A,2019-12-03,2020-12-02,,V,2.0
4471,A0004471,1,38,Carte Orange,AUTO,186,22206,individuel,R,S,2022-08-14,2023-08-14,,V,5.0
4472,A0004472,1,36,Deux Roues,AUTO,17,19670,individuel,R,S,2021-02-21,2022-02-21,,V,10.0
4473,A0004473,1,35,Flotte,AUTO,129,14453,individuel,S,S,2024-04-05,2025-04-05,,V,4.0
4474,A0004474,1,38,Carte Orange,AUTO,167,11144,flotte,S,A,2019-03-24,2020-03-23,A0003234,V,4.0
4475,A0004475,1,37,Carte Verte,AUTO,145,18290,individuel,R,A,,2023-06-25,,V,6.0
4476,A0004476,1,35,Flotte,AUTO,20,1919,flotte,S,S,2020-10-24,2021-10-24,,V,8.0
4477,A0004477,1,37,Carte Verte,AUTO,63,7500,individuel,S,A,2022-08-30,2023-08-30,,T,8.0
4478,A0004478,1,37,Carte Verte,AUTO,132,3274,individuel,S,A,2022-01-08,2023-01-08,,V,1.0
4479,A0004479,1,35,Flotte,AUTO,181,4374,individuel,R,A,2019-08-17,2020-08-16,,R,4.0
4480,A0004480,1,37,Carte Verte,AUTO,89,6390,individuel,F,S,,2023-11-18,,V,9.0
4481,A0004481,1,36,Deux Roues,AUTO,97,20121,individuel,R,S,2021-03-20,2022-03-20,,V,4.0
4482,A0004482,1,37,Carte Verte,AUTO,12,2676,individuel,R,T,2020-08-22,2021-08-22,,V,6.0
4483,A0004483,1,38,Carte Orange,AUTO,144,11674,individuel,S,A,2019-02-16,2020-02-16,,R,7.0
4484,A0004484,1,36,Deux Roues,AUTO,133,27327,individuel,R,A,2019-04-20,2020-04-19,,T,5.0
4485,A0004485,1,36,Deux Roues,AUTO,9,25393,individuel,R,T,2021-06-29,2022-06-29,,V,5.0
4486,A0004486,1,38,Carte Orange,AUTO,191,15604,flotte,R,T,2021-02-02,2022-02-02,A0004438,R,3.0
4487,A0004487,1,37,Carte Verte,AUTO,52,24951,flotte,R,A,2019-05-16,2020-05-15,A0000382,A,3.0
4488,A0004488,1,36,Deux Roues,AUTO,20,3306,flotte,F,C,2024-12-26,2025-12-26,A0004280,T,3.0
4489,A0004489,1,37,Carte Verte,AUTO,79,16855,individuel,F,S,2022-12-08,2023-12-08,,V,4.0
4490,A0004490,1,36,Deux Roues,AUTO,131,12544,individuel,R,S,2019/12/11,2020-12-10,,T,4.0
4491,A0004491,1,38,Carte Orange,AUTO,57,4597,individuel,R,A,2022-07-10,2023-07-10,,R,3.0
4492,A0004492,1,30,Automobile,AUTO,174,24593,individuel,R,A,2020-10-12,2021-10-12,,V,7.0
4493,A0004493,1,35,Flotte,AUTO,166,5424,individuel,S,S,2019-04-11,2020-04-10,,V,3.0
4494,A0004494,1,37,Carte Verte,AUTO,111,3441,individuel,R,A,2024-09-10,2025-09-10,,S,5.0
4495,A0004495,1,30,Automobile,AUTO,173,15477,individuel,S,A,2023-03-16,2024-03-15,,V,7.0
4496,A0004496,1,36,Deux Roues,AUTO,9,20881,individuel,R,C,2019-08-11,2020-08-10,,V,3.0
4497,A0004497,1,37,Carte Verte,AUTO,104,16423,individuel,R,A,2020-06-22,2021-06-22,,A,5.0
4498,A0004498,1,35,Flotte,AUTO,138,23630,individuel,S,S,2023-06-21,2024-06-20,,T,4.0
4499,A0004499,1,38,Carte Orange,AUTO,164,18935,individuel,R,A,2023-11-16,2024-11-15,,V,4.0
4500,A0004500,1,38,Carte Orange,AUTO,96,11772,individuel,R,A,2021-06-28,2022-06-28,,V,5.0
4501,A0004501,1,38,Carte Orange,AUTO,29,25855,individuel,R,A,2020-11-25,2021-11-25,,T,4.0
4502,A0004502,1,30,Automobile,AUTO,18,3110,individuel,R,A,2021-07-03,2022-07-03,,V,6.0
4503,A0004503,1,30,Automobile,AUTO,24,29353,individuel,F,T,2024-12-16,2025-12-16,,V,4.0
4504,A0004504,1,37,Carte Verte,AUTO,44,15165,individuel,R,C,2019-03-02,2020-03-01,,V,3.0
4505,A0004505,1,38,Carte Orange,AUTO,118,2788,flotte,S,T,2024-04-08,2025-04-08,A0000214,V,7.0
4506,A0004506,1,38,Carte Orange,AUTO,18,8603,flotte,F,S,2019-09-18,2020-09-17,A0002593,S,9.0
4507,A0004507,1,36,Deux Roues,AUTO,16,12551,individuel,R,S,2022-04-22,2023-04-22,,R,9.0
4508,A0004508,1,36,Deux Roues,AUTO,63,20610,individuel,R,A,2023-07-21,2024-07-20,,V,4.0
4509,A0004509,1,36,Deux Roues,AUTO,128,26221,individuel,R,A,2019-06-19,2020-06-18,,V,6.0
4510,A0004510,1,38,Carte Orange,AUTO,11,21848,flotte,R,A,2019-02-03,2020-02-03,A0001085,R,4.0
4511,A0004511,1,37,Carte Verte,AUTO,135,9814,individuel,R,S,2019-09-23,2020-09-22,,V,6.0
4512,A0004512,1,30,Automobile,AUTO,157,7369,individuel,R,A,2023-08-08,2024-08-07,,S,3.0
4513,A0004513,1,38,Carte Orange,AUTO,193,6631,individuel,S,T,2024-11-16,2025/11/16,,R,2.0
4514,A0004514,1,36,Deux Roues,AUTO,138,619,individuel,R,S,2024-01-25,2025-01-24,,V,5.0
4515,A0004515,1,38,Carte Orange,AUTO,94,9946,flotte,R,A,2019-09-27,2020-09-26,A0000734,V,7.0
4516,A0004516,1,36,Deux Roues,AUTO,182,13875,individuel,S,S,,2023-09-23,,V,5.0
4517,A0004517,1,38,Carte Orange,AUTO,4,14968,individuel,R,A,2019-11-01,2020-10-31,,V,4.0
4518,A0004518,1,37,Carte Verte,AUTO,168,29825,individuel,R,A,2020-01-23,2021-01-22,,V,3.0
4519,A0004519,1,35,Flotte,AUTO,102,27304,individuel,S,A,2019-05-23,,,V,4.0
4520,A0004520,1,30,Automobile,AUTO,196,22467,flotte,R,T,2023-02-22,2024/02/22,A0002743,V,9.0
4521,A0004521,1,35,Flotte,AUTO,126,23379,individuel,R,S,2019-05-30,2020-05-29,,S,2.0
4522,A0004522,1,38,Carte Orange,AUTO,148,28953,individuel,R,T,2024-09-13,2025-09-13,,V,4.0
4523,A0004523,1,30,Automobile,AUTO,139,14618,individuel,S,C,2023-04-25,2024-04-24,,V,8.0
4524,A0004524,1,35,Flotte,AUTO,158,5844,individuel,R,S,2021-10-05,2022-10-05,,T,9.0
4525,A0004525,1,30,Automobile,AUTO,25,2876,individuel,S,A,2019-10-31,2020-10-30,,V,4.0
4526,A0004526,1,35,Flotte,AUTO,7,1890,individuel,F,A,2021-06-23,2022-06-23,,V,3.0
4527,A0004527,1,38,Carte Orange,AUTO,126,18552,flotte,F,S,2024-11-01,2025-11-01,A0001480,V,4.0
4528,A0004528,1,38,Carte Orange,AUTO,35,17584,individuel,R,A,2020-11-23,2021-11-23,,V,10.0
4529,A0004529,1,30,Automobile,AUTO,60,7379,individuel,R,A,2024-04-08,2025-04-08,,V,4.0
4530,A0004530,1,38,Carte Orange,AUTO,82,29330,individuel,R,A,2022-05-22,2023-05-22,,V,7.0
4531,A0004531,1,36,Deux Roues,AUTO,60,20742,individuel,R,A,2020-06-07,2021-06-07,,V,3.0
4532,A0004532,1,35,Flotte,AUTO,68,20374,individuel,R,A,2020-03-21,2021-03-21,,V,5.0
4533,,1,38,Carte Orange,AUTO,43,21543,individuel,R,A,2024-08-15,2025-08-15,,V,3.0
4534,A0004534,1,38,Carte Orange,AUTO,38,16970,individuel,R,A,2024-06-16,2025-06-16,,T,7.0
4535,A0004535,1,38,Carte Orange,AUTO,116,12940,individuel,S,C,2024-02-18,2025-02-17,,R,9.0
4536,A0004536,1,35,Flotte,AUTO,148,5587,individuel,R,A,2023-11-26,2024-11-25,,S,4.0
4537,A0004537,1,30,Automobile,AUTO,26,5384,individuel,S,A,2021-03-31,2022-03-31,,R,9.0
4538,A0004538,1,35,Flotte,AUTO,44,24734,individuel,R,C,2020-11-18,2021-11-18,,R,3.0
4539,A0004539,1,30,Automobile,AUTO,110,2443,individuel,R,C,2023-03-29,2024-03-28,,V,10.0
4540,A0004540,1,38,Carte Orange,AUTO,64,15165,individuel,R,A,,2025-11-28,,V,8.0
4541,A0004541,1,36,Deux Roues,AUTO,118,21822,individuel,R,A,2024-04-02,2025-04-02,,V,10.0
4542,A0004542,1,36,Deux Roues,AUTO,18,23406,individuel,S,S,2020-11-20,2021-11-20,,R,7.0
4543,A0004543,1,36,Deux Roues,AUTO,200,29691,flotte,R,S,,2024-11-27,,T,3.0
4544,A0004544,1,35,Flotte,AUTO,161,19488,individuel,R,A,2019-03-21,2020-03-20,,S,1.0
4545,A0004545,1,30,Automobile,AUTO,46,9103,individuel,R,A,2023-11-16,2024-11-15,,T,2.0
4546,A0004546,1,35,Flotte,AUTO,54,29230,individuel,F,S,2023-07-07,2024-07-06,,S,8.0
4547,A0004547,1,30,Automobile,AUTO,148,16101,flotte,S,A,2024-08-22,2025-08-22,A0000544,V,5.0
4548,A0004548,1,35,Flotte,AUTO,155,25822,individuel,R,A,2021-03-10,2022-03-10,,V,2.0
4549,A0004549,1,35,Flotte,AUTO,147,8772,individuel,R,C,2024-02-08,2025-02-07,,R,6.0
4550,A0004550,1,38,Carte Orange,AUTO,68,23226,individuel,R,A,2019-10-19,2020-10-18,,V,4.0
4551,A0004551,1,35,Flotte,AUTO,84,12591,individuel,R,A,2021-05-27,2022-05-27,,T,3.0
4552,A0004552,1,36,Deux Roues,AUTO,79,20843,individuel,R,A,2022-02-08,2023-02-08,,T,2.0
4553,A0004553,1,38,Carte Orange,AUTO,28,2614,individuel,R,A,2019-09-10,2020-09-09,,V,2.0
4554,A0004554,1,38,Carte Orange,AUTO,41,29878,individuel,S,A,2023-02-19,2024-02-19,,S,5.0
4555,A0004555,1,30,Automobile,AUTO,143,29585,flotte,R,A,2024/06/12,12-06-2025,,V,2.0
4556,A0004556,1,35,Flotte,AUTO,99,15897,individuel,R,T,2021-08-29,2022-08-29,,V,9.0
4557,A0004557,1,38,Carte Orange,AUTO,178,23316,individuel,R,C,2020-09-01,2021/09/01,,V,3.0
4558,A0004558,1,36,Deux Roues,AUTO,84,4059,individuel,R,A,2022-07-05,2023-07-05,,S,4.0
4559,A0004559,1,30,Automobile,AUTO,150,11002,individuel,R,S,2019-01-22,2020-01-22,,V,4.0
4560,A0004560,1,36,Deux Roues,AUTO,186,17927,individuel,F,C,2021-12-04,2022-12-04,,R,5.0
4561,A0004561,1,37,Carte Verte,AUTO,9,23353,individuel,R,A,2022-06-05,2023-06-05,,V,2.0
4562,A0004562,1,36,Deux Roues,AUTO,55,7485,individuel,R,A,2024-12-14,2025/12/14,,V,1.0
4563,A0004563,1,30,Automobile,AUTO,44,17386,individuel,R,S,2023-09-02,01-09-2024,,V,3.0
4564,A0004564,1,37,Carte Verte,AUTO,151,3040,flotte,S,S,2019-04-01,2020-03-31,,V,1.0
4565,A0004565,1,38,Carte Orange,AUTO,36,1782,individuel,R,A,2021-06-28,2022-06-28,,T,5.0
4566,A0004566,1,37,Carte Verte,AUTO,72,4847,individuel,R,A,2019-10-17,2020-10-16,,R,3.0
4567,A0004567,1,36,Deux Roues,AUTO,199,11627,individuel,S,A,2019-01-10,2020-01-10,,T,6.0
4568,A0004568,1,38,Carte Orange,AUTO,171,21409,individuel,F,A,2022-08-20,,,V,5.0
4569,A0004569,1,36,Deux Roues,AUTO,3,17027,individuel,S,A,2019-05-20,2020-05-19,,T,3.0
4570,A0004570,1,37,Carte Verte,AUTO,145,20335,individuel,R,C,2020-01-15,2021-01-14,,V,5.0
4571,A0004571,1,35,Flotte,AUTO,161,3561,individuel,R,A,2019-04-17,2020-04-16,,V,4.0
4572,A0004572,1,38,Carte Orange,AUTO,185,2784,flotte,R,S,2020-06-03,2021-06-03,,T,6.0
4573,A0004573,1,37,Carte Verte,AUTO,155,1233,flotte,R,A,2023-01-06,2024-01-06,,V,5.0
4574,A0004574,1,30,Automobile,AUTO,64,16954,individuel,R,A,2019-12-06,2020-12-05,,V,7.0
4575,A0004575,1,37,Carte Verte,AUTO,138,9411,individuel,R,S,2020-03-05,2021-03-05,,T,4.0
4576,A0004576,1,37,Carte Verte,AUTO,154,13774,individuel,S,A,2020-02-21,2021-02-20,,R,1.0
4577,A0004577,1,35,Flotte,AUTO,128,22809,individuel,R,A,2023-04-03,2024-04-02,,V,5.0
4578,A0004578,1,38,Carte Orange,AUTO,7,26912,individuel,S,T,2022-08-19,2023-08-19,,V,4.0
4579,A0004579,1,37,Carte Verte,AUTO,121,22519,individuel,F,A,2019-09-11,2020-09-10,,V,4.0
4580,A0004580,1,38,Carte Orange,AUTO,103,25327,individuel,R,A,2023-10-07,2024-10-06,,V,9.0
4581,A0004581,1,35,Flotte,AUTO,24,9405,individuel,R,A,2020-04-27,2021-04-27,,V,4.0
4582,A0004582,1,35,Flotte,AUTO,89,17247,individuel,S,A,2020-02-10,2021-02-09,,V,4.0
4583,A0004583,1,38,Carte Orange,AUTO,82,29977,individuel,S,A,2019-09-26,2020-09-25,,R,4.0
4584,A0004584,1,37,Carte Verte,AUTO,182,28701,individuel,R,A,2020-10-22,2021-10-22,,V,5.0
4585,A0004585,1,37,Carte Verte,AUTO,191,15192,individuel,R,T,2024-02-20,2025-02-19,,V,6.0
4586,A0004586,1,35,Flotte,AUTO,183,16535,individuel,R,A,2021-02-03,2022-02-03,,V,3.0
4587,A0004587,1,36,Deux Roues,AUTO,139,17679,individuel,R,T,2023-04-08,2024-04-07,,V,6.0
4588,A0004588,1,37,Carte Verte,AUTO,29,22837,flotte,R,A,2021-12-03,2022-12-03,,V,3.0
4589,A0004589,1,37,Carte Verte,AUTO,189,7045,flotte,S,A,2022-08-07,2023-08-07,,R,8.0
4590,A0004590,1,38,Carte Orange,AUTO,75,20765,individuel,S,A,2023-02-17,2024-02-17,,V,8.0
4591,A0004591,1,30,Automobile,AUTO,73,9926,individuel,R,A,2022-05-11,2023-05-11,,V,5.0
4592,A0004592,1,36,Deux Roues,AUTO,89,5778,individuel,S,T,2021-08-09,09-08-2022,,V,4.0
4593,A0004593,1,35,Flotte,AUTO,149,573,individuel,S,A,2023-02-02,2024-02-02,,T,5.0
4594,A0004594,1,35,Flotte,AUTO,92,20223,individuel,R,A,2022-10-06,2023-10-06,,V,8.0
4595,A0004595,1,30,Automobile,AUTO,135,7392,individuel,S,A,2024-02-05,2025-02-04,,V,4.0
