NUM_QUITTANCE,ID_BRANCHE,BRANCHE,ID_POLICE,ID_AGENT,ANNEE_EMISSION,MOIS_EMISSION,DATE_EMISSION,DATE_ANNULATION,MOIS_ANNULATION,ANNEE_ANNULATION,NATURE_ANNULATION,SITUATION_ANNULATION,MT_RC_ANN,MT_DOM_ANN,MT_INC_ANN,MT_VOL_ANN,MT_PNN_ANN,MT_FGA_ANN,MT_TIMBRE,MT_PTT_ANN,MT_COMMISSION_ANN
QA00016568,1,AUTO,7632,35,2025,8,2023-03-19,2024-01-07,3,2023,Rist.Agent,Anterieur,15523.229,6629.674,64.322,0.0,22295.021,3880.807,12.166,27462.142,3042.629
QA00016572,1,AUTO,8305,56,2025,11,2022-08-15,2025-02-18,8,2022,Annulation,Anterieur,199.044,0.0,44.516,0.0,382.775,49.761,8.894,463.301,58.942
QA00016623,1,AUTO,4756,2,2023,9,2022-07-26,2023-08-05,8,2023,Rist.Agent,En Cours,6917.906,2093.224,29.763,38.21,9155.162,1729.476,10.451,11551.025,1519.978
QR00016798,2,IRDS,23779,110,2025,8,2024-07-26,2025-05-13,7,2024,Ann.Cxp,En Cours,0.0,134.636,0.0,69.565,204.201,0.0,6.234,220.191,15.541
QA00016825,1,AUTO,2562,41,2019,9,2019-12-04,2022-03-17,3,2022,Rist.Bank,En Cours,427.498,104.897,0.0,0.0,632.72,106.874,5.183,791.28,66.077
QA00016836,1,AUTO,471,90,2025,12,2023-03-13,2024-01-26,3,2023,Annulation,En Cours,244.39,94.501,29.385,0.0,429.589,61.097,11.563,529.879,57.224
QA00016862,1,AUTO,15748,129,2021,1,2021-05-08,2022-11-23,11,2022,Annulation,En Cours,337.496,0.0,0.0,6.657,344.153,84.374,9.836,456.905,46.251
QA00016863,1,AUTO,7239,144,2021,10,2021-12-16,2022-11-05,11,2022,Rist.Agent,Anterieur,214.398,127.812,0.0,37.29,429.871,53.599,5.714,510.686,48.026
QA00016874,1,AUTO,5982,127,2023,8,2022-03-12,2024-11-17,11,2024,NEANT,Anterieur,119.337,77.073,21.056,0.0,331.952,29.834,6.782,389.768,56.908
QA00016983,1,AUTO,2062,133,2024,11,2024-02-16,2024-12-12,12,2024,Rist.Agent,En Cours,93.514,0.0,0.0,45.995,186.764,23.378,7.372,229.693,24.91
QA00017073,1,AUTO,13975,79,2022,8,2022-01-18,2023-09-18,9,2023,Ann.Cxp,Anterieur,266.2,177.303,58.727,10.187,512.417,66.55,12.775,620.639,51.386
QA00017236,1,AUTO,16356,108,2022,9,2021-03-29,2024-05-27,5,2024,Rist.Agent,En Cours,89.24,65.436,45.276,0.0,218.003,22.31,10.657,263.527,32.736
QA00017312,1,AUTO,15140,158,2020,1,2020-03-17,2022-03-15,3,2022,Rist.Agent,Anterieur,568.925,0.0,63.362,0.0,632.287,142.231,8.904,822.842,142.778
QR00017393,2,IRDS,24710,13,2024,5,2023-02-19,2023-09-27,9,2023,Rist.Caisse,En Cours,0.0,0.0,0.0,19.482,19.482,0.0,5.056,25.588,1.377
QA00017406,1,AUTO,3547,144,2022,1,2022-07-11,2022-09-16,7,2022,Ann.Cxp,Anterieur,2796.93,921.366,0.0,73.607,3831.377,699.232,5.054,4764.479,815.931
QA00017412,1,AUTO,2543,100,2022,11,2021-07-24,2024-05-03,5,2024,Rist.Caisse,Anterieur,441.758,69.932,0.0,0.0,520.805,110.439,14.085,680.688,103.28
QR00017461,2,IRDS,24529,115,2025,8,2024-03-26,2024-06-02,6,2024,Annulation,Anterieur,0.0,273.565,0.0,0.0,273.565,0.0,4.046,289.701,39.389
QA00017465,1,AUTO,11620,2,2020,9,2020-05-30,2021-05-28,5,2021,Rist.Caisse,En Cours,523.644,104.099,0.0,0.0,646.14,130.911,6.959,828.389,81.306
QA00017483,1,AUTO,16210,40,2022,4,2021-10-01,2024-01-25,1,2024,Rist.Caisse,Anterieur,105.156,29.945,18.249,17.765,399.775,26.289,14.063,464.047,41.107
QR00017498,2,IRDS,26094,58,2025,12,2022-10-29,2025-03-03,10,2022,Rist.Agent,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,6.072,0.0,0.519
QA00017507,1,AUTO,7474,26,2025,3,2024-03-07,2025-11-12,3,2024,Rist.Agent,En Cours,163.06,42.877,34.452,14.679,375.186,40.765,7.159,453.102,50.74
QA00017516,1,AUTO,14499,134,2024,1,2023-01-05,2023-09-21,9,2023,Ann.Cxp,En Cours,109.987,169.016,0.0,65.897,389.054,27.497,9.484,455.921,49.595
QR00017518,2,IRDS,25504,28,2024,12,2023-04-18,2023-10-23,10,2023,Rist.Bank,En Cours,201.532,0.0,0.0,0.0,201.532,50.383,5.769,270.452,16.638
QR00017519,2,IRDS,25285,83,2022,5,2021-07-08,2023-07-03,7,2023,Rist.Caisse,Anterieur,0.0,121.596,0.0,36.019,157.615,0.0,3.148,169.854,23.516
QA00017520,1,AUTO,18266,50,2023,4,2022-06-29,2023-03-23,3,2023,NEANT,En Cours,147.809,0.0,0.0,8.471,236.266,36.952,10.724,296.098,49.981
QS00017620,3,SANTE,29521,110,2022,1,2022-04-15,2023-04-16,4,2023,Rist.Cheque,Anterieur,0.0,0.0,0.0,0.0,135499.138,0.0,17.357,141658.585,13051.2
QA00017665,1,AUTO,9438,36,2024,3,2023-09-20,2024-01-19,9,2023,Annulation,En Cours,26135.752,0.0,63.405,0.0,26199.157,6533.938,13.925,34204.591,3338.938
QR00017682,2,IRDS,24931,160,2023,6,2022-02-20,2024-04-14,4,2024,Rist.Cheque,Anterieur,419.785,0.0,0.0,31.797,451.582,104.946,6.998,581.755,86.18
QA00017699,1,AUTO,3318,72,2025,8,2023-08-18,2024-12-01,8,2023,NEANT,Anterieur,215.991,0.0,0.0,30.556,289.953,53.998,11.523,373.001,55.929
QR00017700,2,IRDS,20484,136,2022,10,2022-05-06,2024-09-22,9,2024,Annulation,En Cours,14067.423188716177,229.457,0.0,37.574,444.332,44.325,4.13,521.039,28.321
QA00017707,1,AUTO,18829,58,2020,11,2019-07-27,2024-11-04,11,2024,Annulation,En Cours,70.002,17.168,0.0,0.0,146.278,17.5,6.247,181.591,23.251
QR00017869,2,IRDS,21129,143,2020,8,2020-04-28,2023-08-23,8,2023,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,8.677,8.677,0.564
QS00017886,3,SANTE,28318,26,2022,8,2022-02-02,2024-02-10,2,2024,Ann.Cxp,En Cours,0.0,0.0,0.0,0.0,41290.635,0.0,5.603,43617.655,1959.161
QA00017899,1,AUTO,16636,92,2020,12,2019-10-16,2022-08-25,8,2022,NEANT,Anterieur,50.898,94.945,11.224,26.355,203.284,12.725,5.676,233.523,34.622
QA00018027,1,AUTO,10441,71,2019,1,2019-11-26,2020-12-27,12,2020,Rist.Cheque,En Cours,122.892,61.291,0.0,0.0,201.735,30.723,8.053,254.609,27.464
QR00018035,2,IRDS,20488,152,2019,6,2018-04-29,2022-01-21,1,2022,Rist.Caisse,Anterieur,0.0,150.357,0.0,63.211,213.568,0.0,5.445,232.344,27.711
QA00018218,1,AUTO,4486,191,2024,8,2022-10-08,2024-03-22,10,2022,NEANT,Anterieur,1324.71,596.324,15.448,2.818,2052.575,331.178,12.038,2517.956,434.361
QA00018240,1,AUTO,10458,163,2025,4,2023-02-09,2024-02-05,2,2023,Rist.Cheque,En Cours,240.443,57.46,0.0,31.717,329.62,60.111,5.607,412.265,36.19
QR00018316,2,IRDS,20389,35,2025,9,2023-11-17,2025-04-12,11,2023,Annulation,En Cours,220.578,93.968,0.0,0.0,314.546,55.145,3.938,395.154,26.321
QA00018325,1,AUTO,5751,151,2024,8,2022-03-30,2023-10-29,3,2022,NEANT,Anterieur,1459.238,0.0,9.614,7.11,1533.818,364.81,7.089,2012.091,283.387
QA00018328,1,AUTO,14363,11,2019,8,2019-07-20,2022-07-17,7,2022,Ann.Cxp,Anterieur,909.285,49.93,0.0,0.0,959.215,227.321,13.656,1264.835,0.0
QA00018380,1,AUTO,5806,46,2022,3,2021-10-31,2023-01-27,1,2023,Rist.Bank,En Cours,147.772,51.064,0.0,12.36,211.196,36.943,9.551,271.03,42.864
QA00018423,1,AUTO,4195,47,2021,4,,2021-01-18,1,2021,Annulation,En Cours,500.68,0.0,0.0,0.0,589.7,125.17,11.538,758.826,118.71
QA00018486,1,AUTO,6859,191,2021,3,2021-02-10,2021-12-04,2,2021,NEANT,En Cours,483.988,96.353,0.0,34.196,627.373,120.997,9.034,801.847,117.261
QA00018577,1,AUTO,9857,63,2024,6,2023-02-25,2023-12-25,2,2023,Rist.Cheque,Anterieur,14476.946,1034.265,0.0,16.838,15528.049,3619.236,13.627,20377.962,1886.094
QA00018604,1,AUTO,12771,121,2021,12,2020-12-30,2023-05-10,5,2023,Rist.Bank,En Cours,233.952,0.0,0.0,0.0,260.639,58.488,6.918,343.614,51.354
QA00018626,1,AUTO,15214,116,2019,8,2019-03-31,2020-02-18,2,2020,Rist.Cheque,Anterieur,775.175,179.549,0.0,0.0,1058.075,193.794,10.9,1331.104,147.936
QR00018630,2,IRDS,27303,174,2024,6,2024-05-17,2024-10-26,10,2024,Rist.Caisse,Anterieur,355.428,0.0,0.0,0.0,355.428,88.857,6.54,471.122,53.958
QA00018680,1,AUTO,2449,74,2023,9,2022-11-27,2023-07-27,7,2023,Rist.Caisse,En Cours,1356.269,0.0,183.169,67.651,1671.736,339.067,11.539,2143.008,215.648
QR00018691,2,IRDS,23648,93,2020,6,2020-03-01,2020-04-27,3,2020,Rist.Bank,Anterieur,0.0,31.491,0.0,0.0,31.491,0.0,4.796,38.051,5.158
QS00018732,3,SANTE,28472,58,2025,9,2023-06-25,2025-12-04,6,2023,Ann.Cxp,En Cours,0.0,0.0,0.0,0.0,1949.896,0.0,8.279,2061.619,88.792
QA00018807,1,AUTO,4097,18,2020,1,2019-11-21,2023-04-16,4,2023,Rist.Bank,En Cours,406.101,137.498,74.05,41.901,761.147,101.525,13.4,930.585,104.423
QA00018846,1,AUTO,1900,180,2021,8,2020-11-29,2023-04-02,4,2023,Rist.Bank,Anterieur,255.75,25.131,9.437,0.0,401.315,63.938,7.301,501.925,61.49
QA00018957,1,AUTO,4387,7,2023,6,2022-09-25,2024-08-19,8,2024,Rist.Cheque,Anterieur,251.657,0.0,36.641,33.261,365.021,62.914,14.273,463.426,49.208
QA00018973,1,AUTO,11118,191,2025,3,2023-02-17,2024-03-15,2,2023,NEANT,En Cours,406.915,0.0,0.0,0.0,480.113,101.729,5.83,622.372,92.914
QA00019131,1,AUTO,11599,105,2020,8,2020-09-11,2021-02-05,2,2021,Rist.Caisse,Anterieur,405.017,0.0,0.0,69.202,656.646,101.254,12.589,809.657,141.171
QR00019292,2,IRDS,26174,9,2021,10,2020-04-07,2022-01-02,1,2022,Rist.Caisse,En Cours,0.0,55.006,0.0,14.83,69.836,0.0,6.986,81.459,5.844
QA00019466,1,AUTO,15543,127,2022,7,2021-05-27,2024-09-17,9,2024,Annulation,Anterieur,170.237,22.99,0.0,0.0,264.381,42.559,11.463,339.134,59.556
QR00019480,2,IRDS,20426,5,2021,1,2020-03-28,2023-06-08,6,2023,Rist.Caisse,En Cours,0.0,64.916,0.0,28.17,93.086,0.0,9.599,107.839,6.035
QS00019503,3,SANTE,28115,160,2025,3,2022-08-19,2025-07-29,8,2022,Rist.Bank,Anterieur,0.0,0.0,0.0,0.0,26190.54,0.0,10.323,27295.049,2119.7
QA00019615,1,AUTO,17049,191,2020,9,2019-08-01,2021-12-11,12,2021,Ann.Cxp,En Cours,368.205,0.0,0.0,0.0,492.396,92.051,6.419,624.418,78.368
QR00019676,2,IRDS,24508,145,2020,2,2020-12-18,2021-04-16,4,2021,Rist.Cheque,En Cours,0.0,47.312,0.0,0.0,47.312,0.0,8.085,57.621,8.105
QR00019695,2,IRDS,24862,71,2023,8,2022-09-07,2023-03-24,3,2023,Annulation,Anterieur,0.0,68.898,0.0,42.542,111.44,0.0,8.939,125.373,10.798
QA00019700,1,AUTO,12418,151,2020,6,2018-12-30,2022-09-15,9,2022,Ann.Cxp,En Cours,123.266,0.0,24.405,10.417,284.184,30.817,6.16,338.699,34.835
QA00019748,1,AUTO,4440,197,2022,2,2021-09-09,2023-11-05,11,2023,Rist.Cheque,Anterieur,381.828,41.003,55.753,0.0,596.744,95.457,5.079,729.235,91.091
QA00019782,1,AUTO,19179,195,2022,11,2022-10-11,2022-10-31,10,2022,Annulation,Anterieur,705.739,123.881,0.0,11.14,937.792,176.435,11.928,1190.782,103.087
QS00019800,3,SANTE,28079,66,0,9,2023-02-05,2025-10-27,2,2023,NEANT,En Cours,0.0,0.0,0.0,0.0,800.239,0.0,15.94,846.939,47.445
QA00019804,1,AUTO,181,70,2020,8,2020-01-14,2020-04-10,4,2020,Rist.Cheque,En Cours,512.599,0.0,0.0,42.258,749.819,128.15,9.685,931.615,143.228
QR00019914,2,IRDS,24714,98,2020,10,2020-02-15,2024-06-05,6,2024,Rist.Agent,En Cours,0.0,70.225,0.0,133.323,203.548,0.0,5.589,221.427,14.371
QA00019939,1,AUTO,7081,192,2024,4,2023-03-14,2024-02-09,3,2023,Annulation,En Cours,88.499,107.112,32.931,9.793,334.989,22.125,12.388,388.099,38.738
QA00019968,1,AUTO,18751,194,2021,8,2020-02-06,2023-11-01,11,2023,Rist.Caisse,Anterieur,480.394,180.676,0.0,23.535,750.281,120.099,7.064,922.327,0.0
QA00020070,1,AUTO,2313,26,2023,7,2023-10-24,2024-10-27,10,2024,Rist.Bank,En Cours,337.655,156.37,0.0,0.0,552.961,84.414,13.144,678.736,74.301
QA00020073,1,AUTO,17944,99,2021,2,2020-06-17,2024-11-26,11,2024,Ann.Cxp,Anterieur,3905.035,8340.78,43.695,0.0,12321.372,976.259,13.387,14178.069,1333.194
QA00020075,1,AUTO,12357,15,2023,5,2022-03-25,2024-04-28,4,2024,Rist.Cheque,En Cours,233.869,280.691,0.0,18.563,610.492,58.467,8.079,720.127,89.693
QA00020098,1,AUTO,14139,113,2023,5,2023-10-03,2024-07-14,7,2024,Ann.Cxp,En Cours,162.154,105.364,0.0,52.453,342.586,40.538,14.892,417.059,35.94
QS00020121,3,SANTE,28891,178,2021,3,2021-05-18,2024-10-21,10,2024,NEANT,En Cours,0.0,0.0,0.0,0.0,117153.306,0.0,16.059,123955.766,11736.472
QA00020136,1,AUTO,18926,74,2022,10,2021-07-16,2024-04-11,4,2024,Rist.Caisse,Anterieur,192.3,0.0,24.201,0.0,216.501,48.075,8.664,289.332,48.309
QA00020206,1,AUTO,6174,162,2025,10,2024-05-24,2025-02-19,5,2024,NEANT,En Cours,24.383,0.0,0.0,0.0,146.98,6.096,5.58,169.736,20.867
QR00020233,2,IRDS,21590,187,2019,6,2019-04-26,2020-10-25,10,2020,NEANT,En Cours,527.493,0.0,0.0,16.727,544.22,131.873,7.792,716.801,69.715
QA00020280,1,AUTO,2032,18,2022,2,2022-09-16,2024-01-30,1,2024,Rist.Cheque,Anterieur,194.364,138.119,29.145,0.0,391.413,48.591,13.957,479.004,74.369
QA00020281,1,AUTO,15479,177,2022,11,2022-02-24,2023-02-15,2,2023,NEANT,En Cours,363.24,50.232,0.0,22.588,457.21,90.81,7.357,582.909,90.666
QA00020284,1,AUTO,1873,83,2020,11,2019-10-22,2024-06-18,6,2024,Rist.Caisse,Anterieur,155.875,24.964,5.913,0.0,231.227,38.969,14.841,299.86,49.413
QS00020475,3,SANTE,29236,135,2023,4,2023-11-13,2024-05-24,5,2024,Annulation,Anterieur,0.0,0.0,0.0,0.0,50728.765,0.0,16.299,53706.138,3398.643
QA00020539,1,AUTO,5493,142,2020,10,2020-02-16,2023-11-07,11,2023,Annulation,Anterieur,75.227,0.0,0.0,0.0,75.227,18.807,11.905,111.316,13.449
QA00020562,1,AUTO,12977,114,2021,3,2020-09-14,2024-10-29,10,2024,Rist.Caisse,Anterieur,202.084,0.0,0.0,1.836,226.575,50.521,8.327,297.787,40.412
QR00020597,2,IRDS,20424,115,2021,7,,2023-12-27,12,2023,NEANT,Anterieur,0.0,198.354,0.0,0.0,198.354,0.0,3.812,212.339,28.768
QR00020618,2,IRDS,24366,12,2023,11,2022-03-12,2023-01-11,1,2023,NEANT,En Cours,0.0,39.519,0.0,0.0,39.519,0.0,7.743,48.865,4.915
QA00020691,1,AUTO,19606,64,2025,3,2024-09-24,2024-12-13,9,2024,Annulation,Anterieur,411.659,32.171,0.0,11.526,493.928,102.915,8.809,644.643,97.094
QA00020734,1,AUTO,12729,17,2022,7,2022-09-22,2022-10-19,9,2022,Ann.Cxp,En Cours,123.591,95.315,0.0,56.281,372.17,30.898,12.424,443.946,55.898
QR00020763,2,IRDS,22693,180,2020,7,2020-08-15,2020-09-02,8,2020,Ann.Cxp,Anterieur,0.0,25.772,0.0,14.723,40.495,0.0,7.248,50.202,0.0
QA00020889,1,AUTO,17256,1,2024,7,2023-12-21,2024-10-30,10,2024,Annulation,En Cours,247.394,0.0,13.854,0.0,327.578,61.849,5.708,414.322,48.265
QR00021099,2,IRDS,22221,99,2024,10,2024-01-26,2024-09-07,9,2024,NEANT,En Cours,0.0,64.506,0.0,0.0,64.506,0.0,7.326,74.565,6.117
QR00021282,2,IRDS,22260,103,2024,9,2022-03-07,2023-02-26,3,2022,Rist.Bank,Anterieur,81.646,185.478,0.0,0.0,267.124,20.412,8.781,312.651,17.075
QR00021353,2,IRDS,22558,143,2019,9,2018-05-27,2021-02-22,2,2021,Rist.Bank,En Cours,0.0,0.0,0.0,31.37,31.37,0.0,4.444,37.448,3.133
QA00021382,1,AUTO,7734,172,2022,7,,2024-05-17,5,2024,NEANT,Anterieur,289.124,154.532,0.0,0.0,549.589,72.281,11.341,672.74,64.685
QA00021389,1,AUTO,4396,132,2021,12,2020-05-06,2022-04-29,4,2022,Rist.Agent,Anterieur,111.288,0.0,20.837,8.954,272.814,27.822,6.643,327.249,45.773
QA00021454,1,AUTO,18628,140,2020,12,2020-11-22,2021-02-12,2,2021,Rist.Agent,Anterieur,301.954,66.39,25.171,42.294,484.393,75.489,14.168,600.124,0.0
QA00021661,1,AUTO,10895,31,2019,3,2019-07-12,2019-10-02,7,2019,Rist.Cheque,Anterieur,63921.69,6297.608,0.0,20.622,70239.92,15980.423,5.378,89953.729,9506.588
QR00021696,2,IRDS,24089,144,2020,11,2020-03-08,2020-10-21,3,2020,Rist.Caisse,En Cours,0.0,96.877,0.0,0.0,96.877,0.0,7.431,108.757,9.139
QA00021707,1,AUTO,3747,195,2021,7,2020-10-02,2023-10-10,10,2023,NEANT,Anterieur,89.865,67.556,34.091,49.756,356.403,22.466,7.256,409.241,53.098
QA00021765,1,AUTO,18484,95,1900,4,2023-04-25,2024-10-26,10,2024,Rist.Caisse,En Cours,48.746,30.44,0.0,0.0,223.546,12.187,8.226,260.444,45.42
QR00021817,2,IRDS,24007,109,2019,4,2018-10-31,2019-10-24,10,2019,Rist.Caisse,En Cours,0.0,0.0,0.0,120.153,120.153,0.0,4.569,131.068,17.402
QS00021904,3,SANTE,28739,85,2020,7,2019-11-30,2020-05-15,5,2020,Annulation,Anterieur,0.0,0.0,0.0,0.0,40044.928,0.0,5.053,41282.155,3586.269
QA00021948,1,AUTO,6443,64,2020,10,2018-12-17,2022-07-24,7,2022,Rist.Cheque,Anterieur,726.289,0.0,0.0,0.0,790.009,181.572,8.211,1021.258,90.617
QS00021956,3,SANTE,28608,145,2024,5,2023-06-10,2024-07-23,7,2024,Rist.Bank,En Cours,0.0,0.0,0.0,0.0,27214.95,0.0,17.003,28137.528,1176.729
QA00021977,1,AUTO,159,85,2023,3,2022-02-01,2023-03-20,3,2023,Rist.Bank,Anterieur,299.216,43.771,35.231,28.963,431.57,74.804,7.742,542.898,92.576
QS00022099,3,SANTE,29672,64,2025,9,2023-04-06,2025-11-25,4,2023,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,36664.888,0.0,14.725,38053.747,3674.616
QA00022132,1,AUTO,5877,93,2022,10,2021-07-31,2022-07-06,7,2022,NEANT,Anterieur,637.158,0.0,0.0,24.671,715.365,159.29,10.613,929.078,106.819
QR00022149,2,IRDS,22650,154,2023,8,2022-01-03,2024-05-13,5,2024,Rist.Bank,Anterieur,111.882,132.111,0.0,102.478,346.471,27.971,6.165,402.166,38.994
QR00022162,2,IRDS,26169,168,2021,8,2020-07-25,2021-07-30,7,2021,Rist.Bank,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,6.33,6.33,0.496
QA00022169,1,AUTO,16085,173,2021,6,2020-06-21,2022-04-28,4,2022,Rist.Cheque,Anterieur,58.938,0.0,32.498,0.0,192.907,14.735,8.454,231.095,35.213
QA00022222,1,AUTO,15869,196,2025,1,2022-05-16,2024-08-23,5,2022,NEANT,En Cours,215.247,79.099,0.0,0.0,329.213,53.812,14.583,423.036,46.72
QA00022224,1,AUTO,16299,136,2021,11,2020-10-12,2023-07-14,7,2023,Rist.Agent,En Cours,141.119,0.0,0.0,0.0,233.99,35.28,12.18,299.34,36.282
QA00022382,1,AUTO,19263,3,2020,2,2019-01-23,2020-02-15,2,2020,Rist.Cheque,En Cours,211.437,0.0,175.859,0.0,416.83,52.859,5.946,500.756,69.836
QA00022421,1,AUTO,5645,190,2019,10,2019-04-29,2021-01-25,1,2021,Rist.Agent,Anterieur,127.11,168.831,40.556,0.0,435.131,31.777,14.056,504.345,60.931
QA00022456,1,AUTO,11175,123,2023,7,2023-06-24,2024-07-24,7,2024,Rist.Agent,En Cours,125.957,17.021,0.0,22.567,184.297,31.489,5.23,232.252,30.141
QA00022512,1,AUTO,10368,55,9999,1,2019-03-08,2024-11-15,11,2024,NEANT,En Cours,169.554,71.169,0.0,25.21,286.886,42.389,5.743,352.468,58.604
QR00022564,2,IRDS,25932,146,2023,8,2022-04-11,2024-11-23,11,2024,Ann.Cxp,Anterieur,223.464,200.522,0.0,48.399,472.385,55.866,7.956,558.772,35.428
QA00022668,1,AUTO,7371,169,2023,9,2023-01-03,2023-12-03,12,2023,Rist.Agent,En Cours,4289.612,380.816,0.0,8.967,4679.395,1072.403,11.111,6054.144,640.402
QA00022673,1,AUTO,9893,84,2021,4,2020-10-12,2023-05-17,5,2023,Rist.Caisse,Anterieur,4127.112,309.281,0.0,0.0,4478.942,1031.778,5.373,5741.706,652.826
QR00022682,2,IRDS,27662,165,2024,6,2023-03-22,2023-05-21,3,2023,NEANT,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,9.01,9.01,0.789
QR00022696,2,IRDS,27121,107,2023,5,2023-09-15,2023-12-29,12,2023,Rist.Bank,En Cours,0.0,35.778,0.0,0.0,35.778,0.0,6.089,43.729,4.648
QA00022719,1,AUTO,2034,91,2024,7,2023-07-26,2024-03-25,3,2024,Ann.Cxp,Anterieur,170.369,38.659,5.686,0.0,271.092,42.592,14.548,343.041,39.252
QA00022758,1,AUTO,16484,176,2020,5,2020-03-11,2021-08-28,8,2021,Rist.Agent,Anterieur,201.02,49.212,0.0,0.0,397.319,50.255,11.859,488.599,71.517
QR00022768,2,IRDS,20762,196,2025,10,2024-10-15,2024-11-12,10,2024,Rist.Caisse,Anterieur,106.182,71.921,0.0,0.0,178.103,26.546,4.568,221.104,19.54
QA00022771,1,AUTO,14350,116,2023,9,2023-06-24,2023-10-10,6,2023,Rist.Bank,Anterieur,5535.023,0.0,0.0,0.0,5535.023,1383.756,12.691,7294.552,866.232
QA00022780,1,AUTO,8847,192,2022,11,2021-02-02,2023-08-27,8,2023,Rist.Caisse,Anterieur,176.79,0.0,0.0,0.0,239.552,44.197,6.316,303.461,30.028
QS00022782,3,SANTE,29484,22,2022,10,2022-04-22,2024-06-02,6,2024,Rist.Agent,En Cours,0.0,0.0,0.0,0.0,16265.301,0.0,18.408,17000.906,1442.503
QA00022785,1,AUTO,19788,12,2025,12,2024-03-23,2024-12-08,3,2024,Rist.Caisse,En Cours,159.514,16.831,0.0,0.0,295.867,39.879,11.245,364.699,36.113
QA00022830,1,AUTO,13023,101,2019,6,2018-02-16,2019-07-13,7,2019,NEANT,En Cours,377.627,105.062,55.682,22.621,607.904,94.407,7.425,752.742,82.805
QA00022898,1,AUTO,13169,100,2024,4,2023-02-14,2024-08-17,8,2024,Rist.Agent,En Cours,257.121,0.0,0.0,40.983,345.442,64.28,7.967,0.0,44.26
QR00022910,2,IRDS,20052,175,2022,3,2021-07-17,2022-04-16,4,2022,Rist.Bank,Anterieur,293.324,158.988,0.0,0.0,452.312,73.331,7.758,556.975,78.188
QS00022925,3,SANTE,28069,43,2025,5,2022-08-11,2025-10-25,8,2022,Rist.Agent,Anterieur,0.0,0.0,0.0,0.0,1056.876,0.0,16.36,1113.35,106.738
QA00022961,1,AUTO,6483,59,2021,12,2020-06-13,2024-09-09,9,2024,Rist.Cheque,Anterieur,714.125,0.0,0.0,12.665,774.12,178.531,10.649,1010.983,166.444
QA00022979,1,AUTO,11270,42,2020,8,2019-06-01,2023-08-07,8,2023,NEANT,Anterieur,595.085,150.374,0.0,40.987,878.038,148.771,7.83,1104.369,115.561
QR00023049,2,IRDS,24343,88,2020,12,2019-01-24,2021-03-23,3,2021,Ann.Cxp,En Cours,119.822,72.542,0.0,0.0,192.364,29.956,4.337,238.569,35.334
QA00023059,1,AUTO,5318,138,2023,10,2022-09-27,2023-02-14,2,2023,NEANT,Anterieur,271.72,191.619,23.621,63.791,576.205,67.93,12.804,690.57,95.879
QA00023079,1,AUTO,14076,119,2020,6,2020-02-25,2022-11-28,11,2022,NEANT,En Cours,323.273,179.533,34.469,12.109,741.997,80.818,13.676,889.262,140.332
QA00023139,1,AUTO,15879,199,2019,3,2018-08-02,2023-05-09,5,2023,Rist.Agent,En Cours,399.629,0.0,34.359,0.0,433.988,99.907,11.649,573.056,87.376
QA00023193,1,AUTO,19511,157,2024,7,2023-10-23,2024-10-06,10,2024,Annulation,En Cours,141.387,0.0,0.0,12.686,220.867,35.347,13.856,281.442,41.617
QA00023219,1,AUTO,4289,2,2020,1,2020-06-30,2021-06-15,6,2021,Rist.Bank,Anterieur,461.922,177.629,17.732,0.0,699.398,115.481,13.987,868.841,103.926
QR00023407,2,IRDS,20498,154,2023,6,2023-01-14,2024-07-22,7,2024,NEANT,Anterieur,0.0,68.961,0.0,0.0,68.961,0.0,5.86,77.964,7.359
QA00023482,1,AUTO,11958,51,2019,2,2018-05-22,2021-02-01,2,2021,Rist.Bank,En Cours,3996.65,0.0,0.0,0.0,4069.317,999.163,10.309,5367.281,964.156
QS00023489,3,SANTE,29939,11,2020,9,2019-12-22,2020-03-06,3,2020,Rist.Agent,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,5.322,38858.416,3063.392
QR00023545,2,IRDS,21261,23,2022,8,2022-06-24,2024-11-03,11,2024,Rist.Cheque,En Cours,212.478,122.08,0.0,0.0,334.558,53.12,4.564,407.829,47.533
QA00023549,1,AUTO,18850,118,2019,12,2019-08-08,2019-10-30,8,2019,Rist.Caisse,En Cours,322.722,0.0,55.4,25.674,437.936,80.68,13.051,559.569,99.502
QR00023563,2,IRDS,25934,161,2021,4,2020-12-25,2022-07-19,7,2022,Ann.Cxp,En Cours,0.0,0.0,0.0,43.434,43.434,0.0,5.649,50.903,3.73
QA00023609,1,AUTO,1387,150,2020,6,2020-09-30,2021-04-07,4,2021,NEANT,Anterieur,85.282,93.161,0.0,35.198,335.977,21.32,11.612,388.637,52.146
QA00023711,1,AUTO,9402,192,2021,10,2020-11-28,2021-06-01,6,2021,Annulation,En Cours,373.74,163.039,0.0,40.159,685.774,93.435,11.227,825.48,122.109
QA00023772,1,AUTO,2214,121,2023,2,2022-11-28,2023-06-25,6,2023,Rist.Cheque,En Cours,439.943,87.219,26.121,24.439,577.722,109.986,14.058,743.794,94.668
